Email,Phone,CreditScore,AgeGroup,FamilyBackground,Income,Profession,CompanyType,City,Comment,LeadIntent
user4236@gmail.com,+91-6304651525,803,18-25,Single,591282,Teacher,Self-employed,Hyderabad,keen to buy,0
user4237@testmail.com,+91-9828877525,430,36-50,Married,901254,Unemployed,MNC,Hyderabad,ready to close,1
user4238@outlook.com,+91-7092603544,517,26-35,Married with Kids,641113,Doctor,MNC,Hyderabad,interested,1
user4239@testmail.com,+91-6012545745,470,18-25,Married with Kids,515277,Manager,Government,Delhi,not interested,0
user4240@outlook.com,+91-7554147216,774,18-25,Single,386993,Unemployed,Government,Delhi,no time,0
user4241@gmail.com,+91-6170793532,428,36-50,Married,809225,Freelancer,Self-employed,Bangalore,not interested,0
user4242@outlook.com,+91-8029343499,356,51+,Married with Kids,125602,Doctor,Self-employed,Pune,keen to buy,0
user4243@outlook.com,+91-8594468101,480,18-25,Single,348133,Manager,MNC,Hyderabad,price too high,0
user4244@gmail.com,+91-6196059865,545,18-25,Married with Kids,980892,Engineer,MNC,Pune,call me,1
user4245@testmail.com,+91-9897168154,443,51+,Married with Kids,847029,Doctor,Self-employed,Ahmedabad,urgent,0
user4246@testmail.com,+91-6601398919,350,18-25,Married,922133,Sales Rep,Self-employed,Mumbai,no time,0
user4247@testmail.com,+91-7025881554,667,26-35,Married,485471,Sales Rep,Startup,Mumbai,ready to close,0
user4248@testmail.com,+91-7188908411,758,26-35,Married with Kids,644040,Sales Rep,Startup,Hyderabad,interested,1
user4249@gmail.com,+91-8017096041,517,26-35,Married,259341,Doctor,Startup,Delhi,keen to buy,0
user4250@outlook.com,+91-7934733752,556,36-50,Married with Kids,784500,Teacher,Startup,Bangalore,price too high,0
user4251@yahoo.com,+91-7423124572,455,51+,Married with Kids,606615,Manager,Startup,Delhi,just exploring,0
user4252@gmail.com,+91-8031396460,741,26-35,Married with Kids,252711,Engineer,Self-employed,Pune,urgent,1
user4253@gmail.com,+91-8070350576,324,36-50,Single,501282,Engineer,Government,Delhi,no time,0
user4254@outlook.com,+91-8673701730,835,36-50,Married,177045,Unemployed,Self-employed,Hyderabad,ready to close,1
user4255@testmail.com,+91-6842233255,359,26-35,Married,239333,Doctor,Startup,Ahmedabad,not interested,0
user4256@testmail.com,+91-8017534093,766,18-25,Married with Kids,833664,Sales Rep,Self-employed,Ahmedabad,keen to buy,1
user4257@yahoo.com,+91-8623280418,733,36-50,Married,192689,Freelancer,MNC,Delhi,urgent,1
user4258@outlook.com,+91-7921861039,365,26-35,Married with Kids,497801,Unemployed,Self-employed,Mumbai,interested,0
user4259@testmail.com,+91-7205525228,405,18-25,Married,415894,Engineer,Self-employed,Hyderabad,urgent,0
user4260@testmail.com,+91-8037053267,395,51+,Married,389776,Freelancer,Government,Hyderabad,price too high,0
user4261@outlook.com,+91-6889026359,850,36-50,Married with Kids,662873,Unemployed,Startup,Hyderabad,keen to buy,1
user4262@outlook.com,+91-8537756336,467,51+,Married,100116,Freelancer,Startup,Delhi,interested,0
user4263@testmail.com,+91-8218662540,341,26-35,Married with Kids,377760,Engineer,Self-employed,Mumbai,call me,1
user4264@gmail.com,+91-8306429628,403,36-50,Single,445877,Teacher,Self-employed,Delhi,price too high,0
user4265@yahoo.com,+91-6023647205,503,36-50,Married with Kids,737534,Engineer,Startup,Pune,call me,1
user4266@outlook.com,+91-9668486192,819,51+,Married,916022,Unemployed,MNC,Ahmedabad,keen to buy,1
user4267@gmail.com,+91-6032916781,581,51+,Single,477735,Engineer,Startup,Bangalore,keen to buy,0
user4268@testmail.com,+91-6212587376,342,51+,Single,296508,Manager,MNC,Bangalore,no time,0
user4269@yahoo.com,+91-6940893373,409,51+,Married with Kids,849995,Engineer,Self-employed,Ahmedabad,ready to close,1
user4270@testmail.com,+91-9579069575,509,18-25,Single,370829,Manager,Self-employed,Bangalore,call me,0
user4271@outlook.com,+91-6157717034,348,36-50,Married with Kids,614109,Unemployed,MNC,Ahmedabad,just exploring,0
user4272@testmail.com,+91-9624628627,414,26-35,Married,693682,Sales Rep,Startup,Pune,keen to buy,0
user4273@testmail.com,+91-6463967099,454,36-50,Married with Kids,769498,Teacher,Self-employed,Pune,no time,0
user4274@testmail.com,+91-7223670624,802,51+,Single,458896,Unemployed,Startup,Pune,call me,0
user4275@gmail.com,+91-7455395417,370,18-25,Married with Kids,119067,Freelancer,Self-employed,Mumbai,price too high,0
user4276@gmail.com,+91-7987933990,818,26-35,Married with Kids,808687,Unemployed,Government,Hyderabad,not interested,1
user4277@testmail.com,+91-9447079252,635,36-50,Married,202034,Engineer,Government,Ahmedabad,maybe later,0
user4278@gmail.com,+91-7883508468,366,26-35,Married with Kids,794756,Teacher,Government,Pune,maybe later,1
user4279@testmail.com,+91-8456930224,792,18-25,Married,613045,Unemployed,MNC,Bangalore,no time,0
user4280@gmail.com,+91-6938492607,512,18-25,Single,735474,Freelancer,Startup,Ahmedabad,just exploring,0
user4281@outlook.com,+91-8201891133,480,18-25,Single,138211,Unemployed,Government,Bangalore,interested,0
user4282@testmail.com,+91-7704229481,547,36-50,Married with Kids,458660,Unemployed,MNC,Ahmedabad,interested,0
user4283@gmail.com,+91-7260524906,513,26-35,Married with Kids,304696,Teacher,Government,Ahmedabad,keen to buy,0
user4284@gmail.com,+91-6190644021,658,18-25,Single,402871,Freelancer,Self-employed,Delhi,interested,0
user4285@outlook.com,+91-7193236712,548,51+,Single,638752,Freelancer,Government,Hyderabad,ready to close,0
user4286@gmail.com,+91-7705166600,815,36-50,Single,210875,Teacher,Startup,Pune,price too high,0
user4287@yahoo.com,+91-9507623255,387,26-35,Married with Kids,770766,Doctor,Startup,Hyderabad,ready to close,1
user4288@outlook.com,+91-6374060580,475,26-35,Single,613876,Manager,MNC,Pune,urgent,1
user4289@testmail.com,+91-7222185776,725,36-50,Married with Kids,703323,Freelancer,Startup,Bangalore,interested,1
user4290@outlook.com,+91-8650280488,380,26-35,Single,827058,Freelancer,Government,Hyderabad,ready to close,1
user4291@gmail.com,+91-9514170896,437,36-50,Single,164086,Freelancer,Self-employed,Hyderabad,not interested,0
user4292@gmail.com,+91-6488932183,732,36-50,Married with Kids,762157,Freelancer,Self-employed,Pune,just exploring,1
user4293@outlook.com,+91-8283202324,769,18-25,Married,104858,Teacher,MNC,Pune,maybe later,0
user4294@yahoo.com,+91-7482722098,649,51+,Married with Kids,297445,Freelancer,Self-employed,Hyderabad,interested,0
user4295@yahoo.com,+91-9778981434,425,26-35,Married,880255,Sales Rep,MNC,Ahmedabad,not interested,0
user4296@yahoo.com,+91-8179317670,608,26-35,Married with Kids,624145,Engineer,MNC,Pune,interested,1
user4297@testmail.com,+91-8468659382,529,51+,Married,357031,Unemployed,MNC,Hyderabad,just exploring,0
user4298@gmail.com,+91-9754757160,759,26-35,Married,613060,Freelancer,Startup,Delhi,price too high,1
user4299@yahoo.com,+91-6127424038,644,36-50,Married,354023,Teacher,Government,Hyderabad,ready to close,0
user4300@yahoo.com,+91-8119766412,609,36-50,Married with Kids,160796,Unemployed,Startup,Mumbai,not interested,0
user4301@gmail.com,+91-8900907711,319,18-25,Married with Kids,427653,Freelancer,Self-employed,Hyderabad,just exploring,0
user4302@testmail.com,+91-9016178442,840,51+,Married with Kids,410537,Teacher,Startup,Ahmedabad,keen to buy,0
user4303@yahoo.com,+91-6192644589,776,26-35,Married,500450,Freelancer,MNC,Delhi,interested,1
user4304@testmail.com,+91-7935299466,568,26-35,Married,825644,Engineer,Startup,Delhi,maybe later,0
user4305@gmail.com,+91-6564741452,302,51+,Married with Kids,783814,Freelancer,Startup,Ahmedabad,urgent,0
user4306@testmail.com,+91-9991857278,315,26-35,Married with Kids,558815,Sales Rep,Self-employed,Bangalore,urgent,1
user4307@yahoo.com,+91-7179962925,657,36-50,Single,272061,Freelancer,Government,Ahmedabad,price too high,0
user4308@yahoo.com,+91-6709545516,432,36-50,Single,914979,Freelancer,MNC,Bangalore,no time,0
user4309@gmail.com,+91-7694691328,611,18-25,Single,415948,Unemployed,Startup,Mumbai,keen to buy,0
user4310@gmail.com,+91-7674488999,781,18-25,Single,418085,Unemployed,Self-employed,Pune,just exploring,0
user4311@outlook.com,+91-7811738219,843,18-25,Single,909999,Teacher,Self-employed,Pune,interested,0
user4312@outlook.com,+91-9134726162,604,51+,Married with Kids,364469,Teacher,MNC,Delhi,no time,0
user4313@testmail.com,+91-7765322059,568,18-25,Married,695674,Freelancer,Self-employed,Delhi,interested,0
user4314@gmail.com,+91-9789271623,713,26-35,Married,941948,Sales Rep,Government,Bangalore,call me,1
user4315@testmail.com,+91-9898159559,324,26-35,Married with Kids,228192,Teacher,Self-employed,Delhi,urgent,0
user4316@outlook.com,+91-8881678268,615,26-35,Married with Kids,383293,Unemployed,Startup,Hyderabad,keen to buy,0
user4317@yahoo.com,+91-9066746868,575,36-50,Married with Kids,365023,Sales Rep,Government,Hyderabad,price too high,0
user4318@yahoo.com,+91-7108845676,688,51+,Single,986924,Teacher,Government,Mumbai,keen to buy,0
user4319@yahoo.com,+91-8610933003,743,26-35,Single,708989,Engineer,Self-employed,Hyderabad,not interested,1
user4320@yahoo.com,+91-8897418684,726,26-35,Single,577281,Sales Rep,MNC,Mumbai,maybe later,1
user4321@testmail.com,+91-7328745711,356,36-50,Married with Kids,182195,Engineer,MNC,Bangalore,keen to buy,0
user4322@gmail.com,+91-7274435488,667,26-35,Married with Kids,901340,Engineer,MNC,Hyderabad,just exploring,1
user4323@outlook.com,+91-9538152748,641,51+,Married,360987,Teacher,Startup,Mumbai,no time,0
user4324@yahoo.com,+91-9085630041,603,26-35,Married with Kids,117650,Unemployed,Self-employed,Pune,urgent,0
user4325@gmail.com,+91-9527019769,673,26-35,Single,886346,Sales Rep,MNC,Mumbai,interested,0
user4326@gmail.com,+91-9098361284,411,51+,Married,434256,Doctor,Startup,Ahmedabad,maybe later,0
user4327@yahoo.com,+91-6006722055,305,26-35,Married with Kids,399016,Engineer,Government,Hyderabad,keen to buy,0
user4328@testmail.com,+91-9706043544,578,18-25,Married,602655,Unemployed,MNC,Mumbai,price too high,0
user4329@yahoo.com,+91-8733323098,681,18-25,Married,475652,Engineer,Government,Ahmedabad,urgent,0
user4330@outlook.com,+91-6009035949,312,51+,Married with Kids,619076,Engineer,MNC,Bangalore,no time,0
user4331@outlook.com,+91-6219624790,602,36-50,Single,196003,Teacher,Self-employed,Delhi,keen to buy,0
user4332@yahoo.com,+91-9081948829,459,26-35,Single,706239,Teacher,Government,Pune,ready to close,1
user4333@outlook.com,+91-7106414572,453,36-50,Married,477683,Engineer,Self-employed,Bangalore,urgent,0
user4334@outlook.com,+91-9563051438,480,26-35,Married with Kids,878844,Unemployed,Startup,Pune,not interested,0
user4335@outlook.com,+91-6255656662,825,26-35,Married with Kids,717599,Freelancer,Government,Pune,no time,1
user4336@outlook.com,+91-6174198448,479,36-50,Single,417164,Teacher,Startup,Ahmedabad,no time,0
user4337@gmail.com,+91-8593281710,676,36-50,Married with Kids,306864,Teacher,MNC,Mumbai,just exploring,0
user4338@yahoo.com,+91-9743483731,467,26-35,Married with Kids,271560,Teacher,MNC,Delhi,not interested,0
user4339@gmail.com,+91-8948881233,513,18-25,Married,701560,Manager,MNC,Mumbai,just exploring,0
user4340@gmail.com,+91-7102493329,449,18-25,Married with Kids,192460,Sales Rep,Startup,Mumbai,keen to buy,0
user4341@outlook.com,+91-6491720641,315,36-50,Married with Kids,331183,Unemployed,MNC,Hyderabad,maybe later,0
user4342@gmail.com,+91-8857407811,390,36-50,Married with Kids,144819,Teacher,Self-employed,Mumbai,just exploring,0
user4343@testmail.com,+91-7648575453,419,36-50,Single,556457,Manager,Startup,Delhi,interested,0
user4344@testmail.com,+91-9437498016,552,36-50,Single,679635,Manager,Startup,Bangalore,not interested,0
user4345@testmail.com,+91-7959520894,359,36-50,Married,483163,Teacher,Government,Ahmedabad,just exploring,0
user4346@outlook.com,+91-8846122403,565,51+,Single,826959,Unemployed,MNC,Mumbai,keen to buy,0
user4347@gmail.com,+91-7585070673,708,18-25,Single,864054,Freelancer,Government,Delhi,ready to close,1
user4348@outlook.com,+91-6396360164,330,26-35,Single,685504,Manager,Startup,Mumbai,keen to buy,0
user4349@gmail.com,+91-6519798418,320,26-35,Single,427372,Doctor,Government,Ahmedabad,not interested,0
user4350@yahoo.com,+91-8561181422,588,26-35,Married,301112,Manager,Self-employed,Pune,keen to buy,0
user4351@testmail.com,+91-7799367067,842,36-50,Married with Kids,337361,Sales Rep,MNC,Ahmedabad,just exploring,0
user4352@outlook.com,+91-8360443815,797,51+,Married with Kids,863748,Manager,Startup,Mumbai,just exploring,0
user4353@gmail.com,+91-9226285139,773,26-35,Married with Kids,328963,Teacher,Government,Hyderabad,urgent,1
user4354@gmail.com,+91-9866850416,704,51+,Married,505847,Unemployed,MNC,Pune,ready to close,1
user4355@gmail.com,+91-6304975584,847,26-35,Single,837221,Freelancer,Self-employed,Delhi,interested,1
user4356@outlook.com,+91-7736196427,431,26-35,Married,516334,Engineer,MNC,Ahmedabad,urgent,1
user4357@gmail.com,+91-6344370553,623,36-50,Married,802134,Unemployed,Government,Mumbai,call me,1
user4358@yahoo.com,+91-7379032818,431,26-35,Married,946945,Unemployed,Self-employed,Pune,maybe later,0
user4359@outlook.com,+91-7523731086,820,26-35,Married with Kids,459491,Doctor,Startup,Pune,not interested,0
user4360@gmail.com,+91-9220584488,329,26-35,Single,680429,Manager,Self-employed,Bangalore,just exploring,0
user4361@testmail.com,+91-7772427009,600,51+,Married with Kids,872995,Freelancer,MNC,Pune,not interested,0
user4362@testmail.com,+91-8871497662,303,36-50,Married,956091,Doctor,Startup,Ahmedabad,not interested,0
user4363@testmail.com,+91-8774961948,624,26-35,Married,373436,Unemployed,MNC,Delhi,maybe later,0
user4364@yahoo.com,+91-8914865256,808,18-25,Married with Kids,685553,Unemployed,Startup,Mumbai,keen to buy,1
user4365@gmail.com,+91-8776481993,536,51+,Married with Kids,932121,Sales Rep,Self-employed,Ahmedabad,keen to buy,0
user4366@yahoo.com,+91-7554434497,834,26-35,Married with Kids,259955,Unemployed,Startup,Pune,not interested,0
user4367@testmail.com,+91-9814098738,315,51+,Single,308488,Manager,MNC,Delhi,just exploring,0
user4368@outlook.com,+91-8549753674,833,26-35,Married with Kids,100071,Manager,Government,Bangalore,maybe later,1
user4369@yahoo.com,+91-8571364300,745,36-50,Single,918666,Doctor,Government,Mumbai,urgent,1
user4370@yahoo.com,+91-6043513097,802,36-50,Single,355088,Manager,Government,Hyderabad,no time,0
user4371@testmail.com,+91-8156733325,529,26-35,Married with Kids,760876,Unemployed,Startup,Pune,not interested,0
user4372@testmail.com,+91-8732011729,406,36-50,Married,309127,Manager,Government,Pune,urgent,1
user4373@yahoo.com,+91-6596447794,688,26-35,Married,145037,Engineer,Government,Bangalore,maybe later,0
user4374@testmail.com,+91-9922537589,562,36-50,Single,894666,Doctor,MNC,Delhi,keen to buy,0
user4375@outlook.com,+91-6497089224,364,36-50,Single,235432,Teacher,Self-employed,Bangalore,interested,0
user4376@outlook.com,+91-8630983032,564,18-25,Single,462279,Unemployed,Startup,Delhi,ready to close,0
user4377@yahoo.com,+91-6662806054,637,36-50,Married,444109,Teacher,Government,Mumbai,ready to close,0
user4378@testmail.com,+91-9752506907,600,18-25,Single,452238,Sales Rep,MNC,Pune,ready to close,0
user4379@outlook.com,+91-6738083586,677,18-25,Single,980185,Engineer,Startup,Hyderabad,no time,0
user4380@testmail.com,+91-9109440595,474,36-50,Married,402304,Doctor,MNC,Bangalore,just exploring,0
user4381@gmail.com,+91-8739661253,451,18-25,Married with Kids,351831,Doctor,Self-employed,Ahmedabad,not interested,0
user4382@yahoo.com,+91-6517794458,775,26-35,Married,183595,Engineer,Government,Hyderabad,just exploring,0
user4383@testmail.com,+91-9182490228,565,18-25,Married with Kids,467716,Engineer,Startup,Hyderabad,maybe later,0
user4384@outlook.com,+91-9876007425,628,26-35,Married with Kids,897976,Sales Rep,Startup,Pune,just exploring,0
user4385@testmail.com,+91-8276296284,462,18-25,Single,630669,Teacher,Government,Pune,no time,0
user4386@outlook.com,+91-6285374117,737,18-25,Single,254200,Freelancer,MNC,Ahmedabad,ready to close,0
user4387@gmail.com,+91-9560604034,642,36-50,Married with Kids,338837,Doctor,Self-employed,Hyderabad,ready to close,0
user4388@outlook.com,+91-8293372815,666,36-50,Single,325167,Freelancer,Startup,Mumbai,ready to close,0
user4389@testmail.com,+91-6610474279,764,51+,Married with Kids,849435,Engineer,Startup,Ahmedabad,maybe later,1
user4390@gmail.com,+91-9521927425,498,18-25,Single,283247,Doctor,Self-employed,Hyderabad,call me,0
user4391@outlook.com,+91-6050279504,799,36-50,Married,315782,Teacher,Startup,Delhi,call me,1
user4392@yahoo.com,+91-8984497064,315,36-50,Married with Kids,422658,Doctor,Self-employed,Ahmedabad,not interested,0
user4393@gmail.com,+91-7812623357,595,26-35,Married with Kids,129398,Freelancer,Government,Delhi,interested,0
user4394@yahoo.com,+91-8287038731,810,36-50,Single,461460,Doctor,Self-employed,Delhi,interested,0
user4395@outlook.com,+91-7267190178,538,36-50,Married,835668,Engineer,Self-employed,Delhi,interested,0
user4396@gmail.com,+91-7927809258,600,26-35,Single,710797,Engineer,MNC,Bangalore,maybe later,1
user4397@testmail.com,+91-8087356224,305,36-50,Married,283731,Engineer,Self-employed,Mumbai,no time,0
user4398@outlook.com,+91-6362462518,519,26-35,Single,334178,Teacher,Government,Bangalore,not interested,0
user4399@testmail.com,+91-8479054636,752,26-35,Married with Kids,886299,Unemployed,Startup,Bangalore,urgent,1
user4400@outlook.com,+91-7715275726,732,26-35,Married,631818,Unemployed,MNC,Delhi,no time,1
user4401@gmail.com,+91-6187857881,685,51+,Married,437877,Unemployed,Self-employed,Mumbai,ready to close,0
user4402@yahoo.com,+91-9908998500,594,26-35,Single,524725,Manager,MNC,Mumbai,ready to close,1
user4403@testmail.com,+91-6528295124,417,26-35,Married,260481,Teacher,Government,Hyderabad,call me,0
user4404@testmail.com,+91-9470430781,704,36-50,Single,351107,Engineer,Government,Ahmedabad,price too high,1
user4405@outlook.com,+91-8399350832,311,36-50,Married,446239,Sales Rep,Startup,Bangalore,price too high,0
user4406@gmail.com,+91-6927933566,508,36-50,Single,407742,Doctor,Government,Ahmedabad,urgent,0
user4407@testmail.com,+91-7473892574,464,18-25,Single,984564,Doctor,Government,Ahmedabad,not interested,0
user4408@outlook.com,+91-8004065176,593,36-50,Single,683418,Freelancer,Self-employed,Mumbai,maybe later,0
user4409@testmail.com,+91-9131776278,818,26-35,Married with Kids,275161,Doctor,Government,Pune,keen to buy,1
user4410@testmail.com,+91-9507799447,377,26-35,Married,937956,Unemployed,Government,Ahmedabad,urgent,1
user4411@yahoo.com,+91-8801571320,733,26-35,Married with Kids,811314,Freelancer,Government,Bangalore,urgent,1
user4412@gmail.com,+91-6289414437,376,36-50,Married with Kids,334601,Doctor,Startup,Ahmedabad,interested,0
user4413@outlook.com,+91-9631843099,347,36-50,Married with Kids,925428,Sales Rep,Self-employed,Mumbai,maybe later,0
user4414@outlook.com,+91-7663838484,381,36-50,Married with Kids,776865,Freelancer,Self-employed,Pune,maybe later,0
user4415@yahoo.com,+91-8974234037,508,26-35,Married,785492,Engineer,MNC,Ahmedabad,maybe later,1
user4416@outlook.com,+91-9658630250,744,26-35,Married,344162,Manager,Government,Pune,urgent,1
user4417@gmail.com,+91-7846539921,821,18-25,Married with Kids,525774,Unemployed,MNC,Pune,call me,1
user4418@yahoo.com,+91-7734728099,328,51+,Married,943634,Doctor,MNC,Delhi,not interested,0
user4419@outlook.com,+91-8890369634,603,26-35,Married,910548,Freelancer,Government,Hyderabad,call me,1
user4420@outlook.com,+91-6333352364,764,26-35,Single,470104,Manager,Self-employed,Ahmedabad,price too high,0
user4421@gmail.com,+91-7182753142,801,36-50,Married,867197,Freelancer,Government,Ahmedabad,interested,1
user4422@yahoo.com,+91-8330167368,745,18-25,Married with Kids,963201,Teacher,MNC,Hyderabad,maybe later,1
user4423@outlook.com,+91-7315606452,789,51+,Married,449208,Teacher,Startup,Mumbai,ready to close,0
user4424@yahoo.com,+91-9701155813,727,36-50,Married with Kids,633538,Unemployed,MNC,Mumbai,keen to buy,1
user4425@gmail.com,+91-9388665465,658,36-50,Married,598332,Doctor,Self-employed,Ahmedabad,keen to buy,0
user4426@yahoo.com,+91-8535257117,390,18-25,Married with Kids,387691,Engineer,Startup,Ahmedabad,no time,0
user4427@outlook.com,+91-7917357243,352,26-35,Married,421878,Sales Rep,MNC,Hyderabad,no time,0
user4428@testmail.com,+91-6971861355,503,18-25,Married,621581,Freelancer,Government,Pune,ready to close,0
user4429@testmail.com,+91-9429017441,455,26-35,Married,566576,Doctor,Self-employed,Mumbai,maybe later,0
user4430@outlook.com,+91-7650296607,301,36-50,Married with Kids,236527,Teacher,Startup,Ahmedabad,maybe later,0
user4431@outlook.com,+91-9532277186,656,18-25,Single,541776,Teacher,Self-employed,Delhi,maybe later,0
user4432@yahoo.com,+91-7933265090,357,36-50,Married with Kids,911906,Freelancer,MNC,Delhi,urgent,1
user4433@testmail.com,+91-9683202203,553,26-35,Married,667061,Freelancer,Self-employed,Hyderabad,price too high,0
user4434@yahoo.com,+91-8487930027,479,36-50,Married with Kids,756862,Freelancer,Startup,Mumbai,no time,0
user4435@gmail.com,+91-9936918350,792,26-35,Married,524333,Unemployed,Government,Mumbai,price too high,1
user4436@testmail.com,+91-9261387816,334,26-35,Married,107042,Manager,Startup,Ahmedabad,just exploring,0
user4437@outlook.com,+91-7851067454,374,26-35,Single,392645,Sales Rep,Self-employed,Ahmedabad,not interested,0
user4438@yahoo.com,+91-6424658966,588,51+,Married,452598,Freelancer,Government,Pune,maybe later,0
user4439@outlook.com,+91-7369522535,670,26-35,Married,513460,Unemployed,Government,Mumbai,not interested,0
user4440@gmail.com,+91-9821026378,628,26-35,Married,648530,Freelancer,Self-employed,Hyderabad,call me,1
user4441@yahoo.com,+91-8500524591,603,18-25,Single,209847,Doctor,Startup,Mumbai,not interested,0
user4442@gmail.com,+91-6052869791,520,26-35,Married with Kids,549887,Engineer,Government,Ahmedabad,maybe later,1
user4443@testmail.com,+91-7594173433,463,36-50,Single,577996,Manager,Government,Mumbai,not interested,0
user4444@outlook.com,+91-7589362682,779,36-50,Married with Kids,344932,Sales Rep,Self-employed,Delhi,just exploring,0
user4445@testmail.com,+91-8581593912,754,18-25,Married,330624,Manager,Government,Hyderabad,maybe later,0
user4446@testmail.com,+91-6117769333,674,26-35,Married with Kids,156235,Unemployed,Startup,Bangalore,no time,0
user4447@outlook.com,+91-9030468195,519,18-25,Married with Kids,655054,Freelancer,Government,Hyderabad,call me,1
user4448@gmail.com,+91-7687811451,553,51+,Married with Kids,289624,Engineer,MNC,Hyderabad,maybe later,0
user4449@yahoo.com,+91-8956677024,487,26-35,Married with Kids,760370,Freelancer,Government,Ahmedabad,just exploring,0
user4450@yahoo.com,+91-8258347927,490,36-50,Married,515362,Teacher,MNC,Bangalore,ready to close,1
user4451@yahoo.com,+91-7608692390,688,36-50,Single,874438,Unemployed,Startup,Ahmedabad,price too high,0
user4452@outlook.com,+91-8197654817,514,51+,Married with Kids,790267,Freelancer,MNC,Bangalore,not interested,0
user4453@gmail.com,+91-6716659127,674,51+,Married,355562,Doctor,Government,Delhi,maybe later,0
user4454@yahoo.com,+91-6711368347,385,18-25,Married,585307,Doctor,Government,Pune,maybe later,0
user4455@outlook.com,+91-7849109412,773,51+,Married,211873,Unemployed,Self-employed,Hyderabad,just exploring,0
user4456@testmail.com,+91-8773434374,830,51+,Married,733581,Engineer,Self-employed,Hyderabad,keen to buy,1
user4457@gmail.com,+91-6612437187,346,26-35,Married with Kids,813260,Freelancer,Government,Hyderabad,ready to close,1
user4458@outlook.com,+91-6192321956,364,36-50,Single,155270,Doctor,Government,Hyderabad,price too high,0
user4459@yahoo.com,+91-9822937655,774,36-50,Married,194516,Doctor,Government,Delhi,urgent,1
user4460@outlook.com,+91-9272364864,445,36-50,Single,376104,Freelancer,Government,Hyderabad,call me,0
user4461@gmail.com,+91-7485532352,681,18-25,Single,292102,Manager,Startup,Bangalore,just exploring,0
user4462@outlook.com,+91-6663399571,365,36-50,Single,199456,Engineer,Government,Bangalore,price too high,0
user4463@gmail.com,+91-7459296018,816,18-25,Married,791872,Unemployed,MNC,Mumbai,call me,1
user4464@gmail.com,+91-6109297308,392,36-50,Married,513221,Manager,Self-employed,Delhi,maybe later,0
user4465@outlook.com,+91-8221526217,725,51+,Married,557272,Doctor,MNC,Mumbai,ready to close,1
user4466@testmail.com,+91-8773786043,767,36-50,Single,899904,Unemployed,MNC,Hyderabad,maybe later,1
user4467@gmail.com,+91-7627407249,393,26-35,Married,294735,Unemployed,Startup,Delhi,not interested,0
user4468@gmail.com,+91-8735474651,432,36-50,Married,744866,Freelancer,MNC,Delhi,call me,1
user4469@outlook.com,+91-6028820898,733,26-35,Single,750527,Unemployed,MNC,Pune,urgent,1
user4470@gmail.com,+91-7462883754,640,36-50,Married,420460,Sales Rep,MNC,Pune,ready to close,0
user4471@testmail.com,+91-7657318382,613,36-50,Married with Kids,218416,Freelancer,Self-employed,Mumbai,price too high,0
user4472@yahoo.com,+91-6308000222,511,18-25,Married with Kids,571977,Sales Rep,Startup,Mumbai,maybe later,0
user4473@testmail.com,+91-9400412634,819,18-25,Married with Kids,635891,Manager,MNC,Bangalore,just exploring,1
user4474@outlook.com,+91-7759342717,458,36-50,Married with Kids,742042,Teacher,MNC,Bangalore,urgent,1
user4475@testmail.com,+91-8559752586,567,26-35,Single,535467,Freelancer,Startup,Ahmedabad,call me,1
user4476@outlook.com,+91-7336668976,773,51+,Married,980857,Teacher,Government,Ahmedabad,no time,0
user4477@yahoo.com,+91-6434908016,709,26-35,Married with Kids,332236,Engineer,MNC,Ahmedabad,call me,1
user4478@gmail.com,+91-8908210981,773,18-25,Married with Kids,100163,Sales Rep,Self-employed,Bangalore,keen to buy,0
user4479@outlook.com,+91-9638436415,655,36-50,Married,357871,Unemployed,Self-employed,Delhi,not interested,0
user4480@yahoo.com,+91-8601802052,492,36-50,Single,724306,Sales Rep,Government,Hyderabad,call me,1
user4481@yahoo.com,+91-8280994183,570,26-35,Married with Kids,168998,Manager,MNC,Mumbai,ready to close,1
user4482@testmail.com,+91-7565918113,413,36-50,Married,609344,Unemployed,Startup,Bangalore,maybe later,0
user4483@yahoo.com,+91-9615174319,822,26-35,Married,372431,Freelancer,Government,Delhi,interested,0
user4484@outlook.com,+91-6935841395,354,36-50,Married with Kids,547681,Doctor,Self-employed,Pune,no time,0
user4485@gmail.com,+91-8492032439,364,18-25,Married with Kids,813504,Engineer,Self-employed,Hyderabad,call me,1
user4486@yahoo.com,+91-8403843557,571,26-35,Married,291181,Manager,Startup,Pune,call me,0
user4487@testmail.com,+91-7949922112,801,18-25,Married,106227,Teacher,Government,Ahmedabad,urgent,0
user4488@outlook.com,+91-6452084766,661,18-25,Married with Kids,708868,Freelancer,Startup,Pune,just exploring,0
user4489@testmail.com,+91-8956115331,445,18-25,Married with Kids,150842,Doctor,Government,Hyderabad,not interested,0
user4490@outlook.com,+91-6718804592,508,18-25,Married with Kids,787150,Unemployed,Government,Delhi,ready to close,1
user4491@gmail.com,+91-6603670380,585,51+,Married with Kids,657289,Engineer,Government,Pune,price too high,1
user4492@testmail.com,+91-8085591876,309,26-35,Single,272993,Freelancer,MNC,Delhi,keen to buy,0
user4493@outlook.com,+91-6981343133,485,18-25,Married,410095,Doctor,Self-employed,Pune,no time,0
user4494@gmail.com,+91-6118269303,763,36-50,Married with Kids,696163,Teacher,Self-employed,Bangalore,maybe later,1
